,"Ambient temperature | (C)","AC inverter power | (W)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jul 19, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 19, 01:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 19, 02:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.6
"Jul 19, 03:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.6
"Jul 19, 04:00 am",20.6,0,97.2308,0,0,0,0,20.6,0,0,1,2,0,2.6
"Jul 19, 05:00 am",21.7,90.4638,90.0051,105,114.848,40,54,20.8173,32.7713,0.0904638,1,1,32.7713,2.1
"Jul 19, 06:00 am",23.9,530.318,76.433,410,564.081,100,234,26.757,190.419,0.530318,1,1,165.488,4.1
"Jul 19, 07:00 am",25,1029.32,62.5894,315,1075.86,190,353,29.696,330.131,1.02932,1,1,320.09,6.7
"Jul 19, 08:00 am",26.1,1639.66,48.6145,391,1704.97,272,542,36.7697,529.64,1.63966,1,1,525.115,4.1
"Jul 19, 09:00 am",26.7,1029.03,34.6089,59,1075.56,283,332,32.6131,324.734,1.02903,1,1,324.552,5.2
"Jul 19, 10:00 am",28.3,2522.3,20.7612,579,2620.96,298,832,48.2412,856.397,2.5223,1,1,856.093,2.6
"Jul 19, 11:00 am",28.3,2347.29,8.30221,399,2438.75,359,745,42.3923,772.747,2.34729,1,1,772.73,5.7
"Jul 19, 12:00 pm",30,2565.66,10.6609,531,2666.16,340,851,50.4312,881.078,2.56566,1,1,881.036,3.1
"Jul 19, 01:00 pm",30.6,2525.86,23.7711,623,2624.67,271,834,48.3139,858.143,2.52586,1,1,857.634,4.6
"Jul 19, 02:00 pm",30,2086.09,37.6876,587,2167.34,225,694,45.8901,701.752,2.08609,1,1,699.252,3.6
"Jul 19, 03:00 pm",28.3,1144.09,51.7011,61,1193.89,340,379,35.2865,365.919,1.14409,1,1,365.015,5.2
"Jul 19, 04:00 pm",28.3,865.893,65.6617,314,907.999,162,312,32.9924,286.512,0.865893,1,1,274.497,5.7
"Jul 19, 05:00 pm",27.2,388.302,79.4704,284,418.845,98,178,29.2775,142.401,0.388302,1,1,124.365,5.2
"Jul 19, 06:00 pm",25,67.1395,92.3175,29,91.0755,29,32,24.5573,26.4437,0.0671395,1,3,26.4437,4.1
"Jul 19, 07:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,4.6
"Jul 19, 08:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.6
"Jul 19, 09:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,4.1
"Jul 19, 10:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 19, 11:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 20, 12:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.6
"Jul 20, 01:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.1
"Jul 20, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 20, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.6
"Jul 20, 04:00 am",21.7,0,97.2222,0,0,0,0,21.7,0,0,1,2,0,2.6
"Jul 20, 05:00 am",22.8,100.653,90.0677,1,125.235,39,40,22.0369,35.937,0.100653,1,1,35.937,2.1
"Jul 20, 06:00 am",23.3,304.93,76.4817,5,333.668,102,104,24.2048,97.0248,0.30493,1,1,96.7205,3.1
"Jul 20, 07:00 am",24.4,481.208,62.6238,2,513.837,158,159,26.7541,150.809,0.481208,1,1,150.745,3.1
"Jul 20, 08:00 am",26.1,973.899,48.634,66,1018.91,273,318,32.279,307.722,0.973899,1,1,306.957,3.1
"Jul 20, 09:00 am",26.7,1537.63,34.6098,164,1599.56,362,497,37.5507,495.077,1.53763,1,1,494.571,3.1
"Jul 20, 10:00 am",28.3,2614.59,20.7314,636,2717.17,281,866,49.5106,893.836,2.61459,1,1,893.503,2.6
"Jul 20, 11:00 am",31.1,2336.75,8.17719,488,2427.78,319,791,54.8326,821.587,2.33675,1,1,821.567,1.5
"Jul 20, 12:00 pm",30.6,2699.43,10.5468,659,2805.69,268,902,52.3255,936.667,2.69943,1,1,936.616,3.1
"Jul 20, 01:00 pm",31.1,2356.23,23.7224,590,2448.05,247,781,49.2952,804.566,2.35623,1,1,804.087,3.6
"Jul 20, 02:00 pm",30.6,2213.61,37.665,649,2299.77,214,732,44.827,740.646,2.21361,1,1,737.887,5.2
"Jul 20, 03:00 pm",30,1224.87,51.6959,250,1277.05,249,412,39.2305,401.901,1.22487,1,1,398.196,3.6
"Jul 20, 04:00 pm",30,648.749,65.6716,91,685.339,184,228,34.6319,212.341,0.648749,1,1,208.857,3.1
"Jul 20, 05:00 pm",28.9,235.17,79.4952,19,262.447,81,87,29.897,79.3654,0.23517,1,1,78.1587,3.6
"Jul 20, 06:00 pm",26.7,73.217,92.2958,7,97.2694,31,31,26.1785,28.4585,0.073217,1,3,28.4585,3.1
"Jul 20, 07:00 pm",26.1,0,0,0,0,0,0,26.1,0,0,1,0,0,2.6
"Jul 20, 08:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.6
"Jul 20, 09:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,4.1
"Jul 20, 10:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,4.6
"Jul 20, 11:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,3.1
"Jul 21, 12:00 am",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.1
"Jul 21, 01:00 am",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 21, 02:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.1
"Jul 21, 03:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 21, 04:00 am",22.8,0,97.2118,0,0,0,0,22.8,0,0,1,2,0,1.5
"Jul 21, 05:00 am",23.3,74.8016,90.1297,2,98.8843,30,30,22.4232,28.4265,0.0748016,1,1,28.4265,2.6
"Jul 21, 06:00 am",23.9,308.829,76.5295,3,337.65,104,105,24.8794,98.3677,0.308829,1,1,98.1849,2.6
"Jul 21, 07:00 am",25,490.965,62.6571,3,523.817,161,162,27.2281,154.116,0.490965,1,1,154.02,4.1
"Jul 21, 08:00 am",26.1,745.972,48.6519,48,784.977,210,242,30.1873,234.657,0.745972,1,1,234.099,4.1
"Jul 21, 09:00 am",27.2,1455.55,34.6091,81,1514.83,409,475,37.265,467.957,1.45555,1,1,467.707,3.1
"Jul 21, 10:00 am",28.9,2176.54,20.6998,453,2261.26,282,699,43.8064,721.95,2.17654,1,1,721.714,4.1
"Jul 21, 11:00 am",30,2583.12,8.04892,619,2684.36,259,856,51.6863,893.059,2.58312,1,1,893.035,2.6
"Jul 21, 12:00 pm",31.7,2556.32,10.4335,586,2656.42,305,868,55.3014,901.291,2.55632,1,1,901.247,2.1
"Jul 21, 01:00 pm",31.7,2599.6,23.6761,683,2701.54,248,865,50.0853,891.633,2.5996,1,1,891.082,4.6
"Jul 21, 02:00 pm",32.8,1975.71,37.6451,602,2052.85,194,674,51.1943,683.695,1.97571,1,1,681.142,2.1
"Jul 21, 03:00 pm",31.7,971.971,51.6937,204,1016.93,193,326,38.3282,318.676,0.971971,1,1,315.653,4.6
"Jul 21, 04:00 pm",30.6,930.912,65.6847,353,974.753,172,340,35.7391,312.209,0.930912,1,1,298.684,5.7
"Jul 21, 05:00 pm",26.7,158.965,79.5234,1,184.695,57,58,26.9624,54.3015,0.158965,1,1,54.2379,7.7
"Jul 21, 06:00 pm",21.7,3.75731,92.2746,2,26.4996,8,8,20.9872,7.56742,0.00375731,1,3,7.56742,8.8
"Jul 21, 07:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,5.7
"Jul 21, 08:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 21, 09:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.6
"Jul 21, 10:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.6
"Jul 21, 11:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.1
"Jul 22, 12:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.1
"Jul 22, 01:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,0
"Jul 22, 02:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.1
"Jul 22, 03:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.1
"Jul 22, 04:00 am",21.7,0,97.1998,0,6.82905,2,2,19.8179,1.93969,0,1,2,1.93969,1.5
"Jul 22, 05:00 am",22.8,83.492,90.1911,1,107.742,33,33,22.0303,30.9164,0.083492,1,1,30.9164,3.1
"Jul 22, 06:00 am",24.4,353.373,76.5764,36,383.153,113,124,25.6634,114.025,0.353373,1,1,111.828,3.6
"Jul 22, 07:00 am",26.1,984.925,62.6891,349,1030.24,161,341,31.2733,320.052,0.984925,1,1,308.858,5.2
"Jul 22, 08:00 am",27.2,1697.62,48.6685,534,1764.89,186,552,35.6452,546.755,1.69762,1,1,540.548,6.7
"Jul 22, 09:00 am",28.9,1901.68,34.6068,386,1976.12,291,608,39.8361,619.248,1.90168,1,1,618.056,5.7
"Jul 22, 10:00 am",30.6,2722.61,20.6665,674,2829.89,265,884,46.1513,914.603,2.72261,1,1,914.254,6.2
"Jul 22, 11:00 am",30.6,2744.72,7.91768,622,2852.97,287,887,46.6738,924.254,2.74472,1,1,924.23,6.2
"Jul 22, 12:00 pm",32.2,2758.76,10.3214,635,2867.63,285,894,47.0098,930.662,2.75876,1,1,930.616,7.2
"Jul 22, 01:00 pm",32.2,2551.83,23.6325,598,2651.74,291,830,45.8453,855.811,2.55183,1,1,855.332,7.2
"Jul 22, 02:00 pm",31.7,2276.6,37.628,688,2365.23,199,747,43.7202,757.478,2.2766,1,1,754.564,7.2
"Jul 22, 03:00 pm",25,1158.91,51.6945,263,1209.15,202,373,30.1352,364.405,1.15891,1,1,360.507,8.2
"Jul 22, 04:00 pm",22.2,284.106,65.701,3,312.403,94,95,23.8937,90.5397,0.284106,1,1,90.4247,2.6
"Jul 22, 05:00 pm",22.2,167.47,79.5551,20,193.37,56,61,22.2381,56.8112,0.16747,1,1,55.5407,4.6
"Jul 22, 06:00 pm",22.2,66.9186,92.2539,4,90.8503,28,28,21.3921,25.9925,0.0669186,1,3,25.9925,2.6
"Jul 22, 07:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 22, 08:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 22, 09:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.1
"Jul 22, 10:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.1
"Jul 22, 11:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 23, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,0
"Jul 23, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 23, 02:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,1.5
"Jul 23, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 23, 04:00 am",22.2,0,97.186,0,0,0,0,22.2,0,0,1,2,0,1.5
"Jul 23, 05:00 am",22.8,86.2613,90.2518,0,110.565,34,34,21.8091,31.6938,0.0862613,1,1,31.6938,1.5
"Jul 23, 06:00 am",23.3,463.923,76.6223,166,496.158,125,178,25.8413,155.07,0.463924,1,1,144.932,2.1
"Jul 23, 07:00 am",24.4,1006.56,62.7199,242,1052.47,217,341,30.3277,321.863,1.00656,1,1,314.086,4.1
"Jul 23, 08:00 am",24.4,948.148,48.6836,29,992.457,291,311,31.1255,297.656,0.948148,1,1,297.319,2.6
"Jul 23, 09:00 am",22.8,559.09,34.6029,37,593.528,147,178,25.6136,173.303,0.55909,1,1,173.189,4.6
"Jul 23, 10:00 am",25.6,2050.77,20.6316,244,2130.7,420,644,37.2584,657.96,2.05077,1,1,657.835,5.2
"Jul 23, 11:00 am",26.7,2305.6,7.78375,422,2395.39,329,737,44.4499,767.083,2.3056,1,1,767.068,3.1
"Jul 23, 12:00 pm",27.8,2408.71,10.211,487,2502.67,312,779,46.7386,811.059,2.40871,1,1,811.025,3.1
"Jul 23, 01:00 pm",28.3,1238.29,23.5916,75,1290.87,334,401,36.6744,397.447,1.23829,1,1,397.387,4.6
"Jul 23, 02:00 pm",28.9,1907.7,37.6139,518,1982.36,205,617,41.745,628.236,1.9077,1,1,626.046,4.1
"Jul 23, 03:00 pm",28.3,1270.34,51.6983,329,1323.88,205,419,36.6548,412.389,1.27034,1,1,407.511,4.6
"Jul 23, 04:00 pm",27.8,1041.69,65.7205,516,1088.57,138,382,33.1091,349.085,1.04169,1,1,329.274,6.7
"Jul 23, 05:00 pm",26.7,223.438,79.5902,36,250.473,74,84,27.7909,76.1317,0.223438,1,1,73.8447,4.1
"Jul 23, 06:00 pm",26.1,59.6134,92.2337,4,83.4058,26,26,25.5051,24.3249,0.0596134,1,3,24.3249,4.1
"Jul 23, 07:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,3.6
"Jul 23, 08:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.1
"Jul 23, 09:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.6
"Jul 23, 10:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 23, 11:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 24, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 24, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.1
"Jul 24, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.1
"Jul 24, 03:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,1.5
"Jul 24, 04:00 am",21.7,0,97.1703,0,0,0,0,21.7,0,0,1,2,0,2.6
"Jul 24, 05:00 am",22.2,67.8173,90.3118,10,91.7662,28,29,21.2352,26.2355,0.0678173,1,1,26.2355,2.6
"Jul 24, 06:00 am",22.2,332.571,76.6672,30,361.901,106,116,23.2754,106.284,0.332571,1,1,104.45,3.1
"Jul 24, 07:00 am",24.4,1081.73,62.7495,291,1129.75,221,370,31.3932,348.256,1.08173,1,1,338.888,3.1
"Jul 24, 08:00 am",26.1,1667.16,48.6973,444,1733.4,245,548,38.1258,542.672,1.66716,1,1,537.499,3.1
"Jul 24, 09:00 am",27.8,2318.43,34.5976,596,2408.73,268,758,43.8586,770.826,2.31843,1,1,768.988,4.1
"Jul 24, 10:00 am",28.3,2550.46,20.5952,538,2650.31,328,821,44.4787,849.104,2.55046,1,1,848.829,5.2
"Jul 24, 11:00 am",28.9,2666.5,7.64745,598,2771.32,301,877,50.2612,914.979,2.6665,1,1,914.958,3.1
"Jul 24, 12:00 pm",29.4,2727.44,10.1027,626,2834.93,299,899,50.3464,936.425,2.72744,1,1,936.381,3.6
"Jul 24, 01:00 pm",30.6,2546.32,23.5536,642,2646,263,841,49.3517,869.872,2.54632,1,1,869.363,4.1
"Jul 24, 02:00 pm",30.6,2099.8,37.6028,556,2181.58,255,697,45.9127,706.275,2.0998,1,1,703.927,4.1
"Jul 24, 03:00 pm",30.6,1595.39,51.7053,544,1659.23,191,544,42.0525,532.891,1.59539,1,1,524.821,4.1
"Jul 24, 04:00 pm",29.4,948.81,65.7433,392,993.136,160,344,35.2543,318.657,0.94881,1,1,303.588,5.2
"Jul 24, 05:00 pm",27.8,342.882,79.6287,265,372.433,86,159,29.6586,127.623,0.342882,1,1,110.787,5.2
"Jul 24, 06:00 pm",26.1,65.3776,92.2141,31,89.28,30,34,25.6625,26.0575,0.0653776,1,3,26.0575,4.6
"Jul 24, 07:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,4.1
"Jul 24, 08:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,4.6
"Jul 24, 09:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,4.1
"Jul 24, 10:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.6
"Jul 24, 11:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 25, 12:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,1.5
"Jul 25, 01:00 am",20,0,0,0,0,0,0,20,0,0,1,0,0,3.1
"Jul 25, 02:00 am",18.9,0,0,0,0,0,0,18.9,0,0,1,0,0,3.1
"Jul 25, 03:00 am",18.9,0,0,0,0,0,0,18.9,0,0,1,0,0,2.6
"Jul 25, 04:00 am",19.4,0,97.1529,0,0,0,0,19.4,0,0,1,2,0,0
"Jul 25, 05:00 am",21.1,88.3243,90.3709,66,112.667,37,45,20.0592,32.037,0.0883243,1,1,32.037,1.5
"Jul 25, 06:00 am",22.8,453.222,76.7111,295,485.214,97,190,25.2909,159.421,0.453222,1,1,141.368,2.6
"Jul 25, 07:00 am",25,1134.94,62.7778,533,1184.48,130,402,33.7485,376.598,1.13494,1,1,359.408,2.1
"Jul 25, 08:00 am",27.2,1805.21,48.7097,647,1876.22,160,601,40.4975,596.323,1.80521,1,1,588.777,3.1
"Jul 25, 09:00 am",27.8,2395.03,34.5908,705,2488.42,207,785,45.3363,802.704,2.39503,1,1,800.532,3.6
"Jul 25, 10:00 am",28.9,2525.71,20.5576,633,2624.52,231,812,45.0228,843.263,2.52571,1,1,842.941,5.2
"Jul 25, 11:00 am",28.9,2238.73,7.50915,263,2325.87,472,725,45.0138,746.995,2.23873,1,1,746.987,4.1
"Jul 25, 12:00 pm",29.4,2861.03,9.99691,685,2974.49,280,936,49.2202,976.656,2.86103,1,1,976.61,4.6
"Jul 25, 01:00 pm",30.6,2356.77,23.5189,550,2448.62,265,760,45.1435,787.371,2.35677,1,1,786.937,5.7
"Jul 25, 02:00 pm",31.1,2113.52,37.5948,567,2195.81,246,696,44.6663,706.34,2.11352,1,1,703.947,5.2
"Jul 25, 03:00 pm",30.6,1626.66,51.7156,607,1691.53,154,547,39.8343,538.055,1.62666,1,1,529.043,6.2
"Jul 25, 04:00 pm",30,941.567,65.7695,474,985.697,126,349,35.5679,320.03,0.941567,1,1,301.781,5.7
"Jul 25, 05:00 pm",28.3,361.491,79.6708,353,391.447,82,179,30.5776,139.388,0.361491,1,1,116.959,4.6
"Jul 25, 06:00 pm",25.6,62.9595,92.1951,38,86.8156,29,33,25.1555,25.2778,0.0629595,1,3,25.2778,4.6
"Jul 25, 07:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,4.6
"Jul 25, 08:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.6
"Jul 25, 09:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.6
"Jul 25, 10:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.6
"Jul 25, 11:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,1.5
"Jul 26, 12:00 am",20,0,0,0,0,0,0,20,0,0,1,0,0,2.1
"Jul 26, 01:00 am",20,0,0,0,0,0,0,20,0,0,1,0,0,0
"Jul 26, 02:00 am",19.4,0,0,0,0,0,0,19.4,0,0,1,0,0,2.1
"Jul 26, 03:00 am",19.4,0,0,0,0,0,0,19.4,0,0,1,0,0,3.1
"Jul 26, 04:00 am",19.4,0,97.1335,0,0,0,0,19.4,0,0,1,2,0,1.5
"Jul 26, 05:00 am",21.1,74.8583,90.4293,59,98.9422,32,38,20.1521,28.1463,0.0748584,1,1,28.1463,2.6
"Jul 26, 06:00 am",22.8,465.563,76.754,395,497.835,83,208,25.5292,169.403,0.465563,1,1,145.208,2.6
"Jul 26, 07:00 am",25,1109.4,62.8049,513,1158.21,128,389,32.1904,365.345,1.1094,1,1,348.772,3.6
"Jul 26, 08:00 am",26.7,1811.38,48.7206,645,1882.6,154,593,37.3658,589.077,1.81138,1,1,581.547,5.2
"Jul 26, 09:00 am",27.8,2418.4,34.5826,761,2512.75,168,791,44.707,808.065,2.4184,1,1,805.722,4.1
"Jul 26, 10:00 am",28.9,2716.88,20.5187,795,2823.9,180,907,51.9104,940.992,2.71688,1,1,940.589,2.6
"Jul 26, 11:00 am",30.6,2643.34,7.36922,617,2747.17,282,875,52.1353,916.159,2.64334,1,1,916.139,3.1
"Jul 26, 12:00 pm",31.7,2191.35,9.89422,413,2276.64,326,720,50.6224,753.116,2.19135,1,1,753.089,2.6
"Jul 26, 01:00 pm",32.2,2395.12,23.4875,598,2488.52,282,820,56.1375,848.641,2.39512,1,1,848.172,1.5
"Jul 26, 02:00 pm",31.1,1931.84,37.5902,473,2007.37,264,639,45.8524,649.507,1.93184,1,1,647.512,3.6
"Jul 26, 03:00 pm",31.7,1637.3,51.7291,582,1702.53,183,559,43.4196,550.955,1.6373,1,1,542.306,4.1
"Jul 26, 04:00 pm",30.6,977.858,65.7991,470,1022.98,143,363,37.6361,334.556,0.977858,1,1,316.432,4.1
"Jul 26, 05:00 pm",30.6,340.929,79.7164,312,370.439,82,167,32.941,131.784,0.340929,1,1,111.959,4.1
"Jul 26, 06:00 pm",28.9,61.5754,92.1767,63,85.4052,29,36,28.5088,25.2656,0.0615754,1,3,25.2656,3.6
"Jul 26, 07:00 pm",27.8,0,0,0,0,0,0,27.8,0,0,1,0,0,3.6
"Jul 26, 08:00 pm",26.1,0,0,0,0,0,0,26.1,0,0,1,0,0,3.6
"Jul 26, 09:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,3.1
"Jul 26, 10:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,2.6
"Jul 26, 11:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 27, 12:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.6
"Jul 27, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 27, 02:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 27, 03:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 27, 04:00 am",21.7,0,97.1122,1,3.40926,1,1,20.154,0.969846,0,1,2,0.969846,2.6
"Jul 27, 05:00 am",22.2,70.3931,90.4867,183,94.3914,35,55,21.257,26.9887,0.0703931,1,1,26.9887,2.6
"Jul 27, 06:00 am",23.9,483.968,76.7958,530,516.66,65,230,26.8568,184.142,0.483968,1,1,151.647,3.1
"Jul 27, 07:00 am",26.1,1131.89,62.8308,623,1181.34,90,405,33.6193,378.386,1.13189,1,1,358.228,3.6
"Jul 27, 08:00 am",27.8,1844.22,48.7303,679,1916.6,149,610,39.6179,606.713,1.84422,1,1,598.78,4.6
"Jul 27, 09:00 am",28.9,2312.28,34.5731,754,2402.33,143,759,45.9049,777.445,2.31228,1,1,775.126,3.6
"Jul 27, 10:00 am",30.6,2589.38,20.4789,764,2690.89,187,885,56.4533,919.126,2.58938,1,1,918.742,1.5
"Jul 27, 11:00 am",31.7,2704.14,7.22808,725,2810.6,211,908,55.1392,952.733,2.70414,1,1,952.711,2.6
"Jul 27, 12:00 pm",31.7,2824.89,9.79511,752,2936.71,238,957,56.317,1001.97,2.82489,1,1,1001.92,2.6
"Jul 27, 01:00 pm",30.6,2199.75,23.4597,451,2285.36,328,733,51.1361,758.407,2.19975,1,1,758.054,2.1
"Jul 27, 02:00 pm",32.8,1648.92,37.5889,324,1714.54,296,553,46.8266,557.243,1.64892,1,1,555.876,2.6
"Jul 27, 03:00 pm",32.8,1646.11,51.7461,727,1711.63,106,574,46.5115,564.838,1.64611,1,1,554.02,2.6
"Jul 27, 04:00 pm",31.7,1036.48,65.8321,671,1083.22,87,400,39.7712,364.603,1.03648,1,1,338.679,3.6
"Jul 27, 05:00 pm",31.1,335.223,79.7656,490,364.609,58,191,34.0429,141.929,0.335223,1,1,110.793,3.1
"Jul 27, 06:00 pm",29.4,44.5158,92.1589,115,68.0215,26,38,28.9112,20.1617,0.0445158,1,3,20.1617,2.6
"Jul 27, 07:00 pm",28.3,0,0,0,0,0,0,28.3,0,0,1,0,0,2.6
"Jul 27, 08:00 pm",27.8,0,0,0,0,0,0,27.8,0,0,1,0,0,2.6
"Jul 27, 09:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.1
"Jul 27, 10:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.1
"Jul 27, 11:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,0
"Jul 28, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,0
"Jul 28, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,0
"Jul 28, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 28, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 28, 04:00 am",20.6,0,97.089,0,3.45337,1,1,17.3383,0.969846,0,1,2,0.969846,0
"Jul 28, 05:00 am",21.1,96.9317,90.5432,25,121.441,39,42,20.3177,34.573,0.0969317,1,1,34.573,2.6
"Jul 28, 06:00 am",23.3,426.961,76.8364,203,458.363,106,169,25.2696,145.989,0.426961,1,1,133.532,3.6
"Jul 28, 07:00 am",25.6,1122.58,62.8554,432,1171.76,172,390,33.1681,368.539,1.12258,1,1,354.539,3.1
"Jul 28, 08:00 am",27.8,1726.59,48.7386,518,1794.86,218,569,39.2999,565.903,1.72659,1,1,559.847,4.1
"Jul 28, 09:00 am",28.9,2289.37,34.5624,603,2378.51,257,749,45.6268,768.181,2.28937,1,1,766.328,3.6
"Jul 28, 10:00 am",31.1,2545.49,20.4381,597,2645.14,314,859,54.1832,892.252,2.54549,1,1,891.953,2.1
"Jul 28, 11:00 am",31.7,2560.69,7.0862,504,2660.97,393,876,57.7491,915.082,2.56069,1,1,915.067,1.5
"Jul 28, 12:00 pm",32.2,2413.89,9.70012,416,2508.06,410,806,53.0964,840.78,2.41389,1,1,840.753,2.6
"Jul 28, 01:00 pm",31.1,1680.87,23.4356,243,1747.57,363,581,56.0275,595.459,1.68087,1,1,595.269,0
"Jul 28, 02:00 pm",32.2,1709.9,37.5911,202,1777.59,407,567,42.8561,565.43,1.7099,1,1,564.578,5.2
"Jul 28, 03:00 pm",31.1,1618.4,51.7664,523,1683,221,558,45.3638,549.296,1.6184,1,1,541.501,2.1
"Jul 28, 04:00 pm",31.7,921.492,65.8686,400,965.08,155,341,39.5569,316.901,0.921492,1,1,301.416,2.6
"Jul 28, 05:00 pm",31.1,296.269,79.8183,154,324.823,87,128,33.0181,107.995,0.296269,1,1,98.2096,3.6
"Jul 28, 06:00 pm",28.3,74.1003,92.1417,9,98.1696,32,33,27.8987,28.9573,0.0741003,1,3,28.9573,2.6
"Jul 28, 07:00 pm",26.1,0,0,0,0,0,0,26.1,0,0,1,0,0,3.1
